city_development_index,relevent_experience,enrolled_university,education_level,experience,company_size,company_type,last_new_job,training_hours,target,gender_Female,gender_Male,gender_Not provided,gender_Other,major_discipline_Arts,major_discipline_Business Degree,major_discipline_Humanities,major_discipline_No Major,major_discipline_Other,major_discipline_STEM
0.92,1,0.0,3.0,5,8.0,6.0,1,28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.92,1,1.0,3.0,7,7.0,4.0,4,110,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5579999999999999,1,0.0,3.0,4,1.0,6.0,1,80,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.915,0,2.0,3.0,3,5.0,5.0,1,16,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,20,5.0,6.0,4,104,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,7,7.0,6.0,4,86,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.89,1,0.0,2.0,20,3.0,6.0,1,35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,20,3.0,6.0,5,96,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,1.0,3.0,14,3.0,6.0,5,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,1.0,3.0,14,5.0,4.0,1,47,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,11,2.0,6.0,4,168,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,20,2.0,6.0,0,39,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.903,0,0.0,1.0,6,6.0,6.0,0,178,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.897,1,0.0,3.0,20,2.0,6.0,1,21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.91,1,0.0,2.0,7,3.0,6.0,1,53,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.926,1,0.0,1.0,20,3.0,6.0,3,18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8959999999999999,1,0.0,2.0,10,1.0,3.0,4,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.743,1,0.0,3.0,3,4.0,5.0,0,9,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.89,1,0.0,3.0,8,3.0,6.0,0,36,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.68,1,1.0,3.0,4,3.0,6.0,1,46,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.624,1,0.0,2.0,6,8.0,6.0,3,55,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.939,0,2.0,1.0,3,8.0,6.0,3,36,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.92,1,0.0,3.0,7,4.0,1.0,2,19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.913,1,0.0,3.0,20,6.0,6.0,3,23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.624,1,0.0,3.0,3,3.0,6.0,5,70,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.897,0,2.0,2.0,2,4.0,4.0,1,145,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.698,1,1.0,3.0,11,3.0,6.0,1,17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.926,1,0.0,4.0,20,8.0,6.0,4,25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.91,1,0.0,2.0,15,3.0,5.0,1,14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.74,1,0.0,3.0,2,5.0,5.0,1,111,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,0,2.0,2.0,20,7.0,4.0,5,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.884,1,0.0,3.0,20,1.0,6.0,5,29,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,5,8.0,5.0,2,83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.795,1,2.0,3.0,10,3.0,6.0,1,29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6890000000000001,1,0.0,3.0,16,2.0,6.0,5,140,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.698,0,2.0,3.0,2,4.0,6.0,0,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,0,0.0,1.0,3,3.0,5.0,0,92,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.624,1,0.0,3.0,14,5.0,6.0,1,28,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.789,0,0.0,3.0,6,8.0,6.0,3,82,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.743,1,0.0,3.0,5,5.0,6.0,1,158,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,20,7.0,6.0,5,108,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.698,1,0.0,2.0,9,2.0,5.0,4,86,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.698,0,0.0,1.0,1,4.0,6.0,0,73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.804,1,0.0,3.0,20,7.0,6.0,5,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.624,1,0.0,3.0,0,6.0,6.0,1,59,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.743,1,2.0,2.0,20,4.0,6.0,5,16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.925,1,0.0,2.0,14,5.0,4.0,4,112,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.698,1,0.0,2.0,15,3.0,6.0,2,96,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,5,4.0,2.0,1,85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.855,1,0.0,2.0,14,4.0,5.0,1,134,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.804,1,0.0,3.0,16,3.0,6.0,5,52,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.91,0,2.0,2.0,10,5.0,4.0,2,48,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.89,1,0.0,3.0,4,6.0,6.0,2,51,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8959999999999999,1,0.0,2.0,10,8.0,6.0,1,55,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,5,5.0,5.0,1,140,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,18,5.0,6.0,5,14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.698,1,0.0,3.0,20,4.0,4.0,3,24,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.698,0,0.0,2.0,2,1.0,5.0,2,113,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,14,8.0,6.0,5,40,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.624,1,0.0,3.0,12,8.0,6.0,1,102,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,18,4.0,3.0,5,166,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.92,1,0.0,3.0,9,7.0,4.0,2,78,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.913,1,0.0,3.0,16,3.0,6.0,3,64,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.899,1,0.0,1.0,6,3.0,5.0,1,146,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.893,0,0.0,3.0,2,3.0,5.0,1,45,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.878,0,1.0,3.0,5,8.0,6.0,1,77,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.624,0,2.0,1.0,2,3.0,6.0,0,119,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.624,0,0.0,2.0,0,4.0,2.0,1,156,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.91,0,2.0,3.0,20,5.0,3.0,2,32,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.91,0,0.0,1.0,3,4.0,6.0,0,182,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.91,1,0.0,3.0,20,8.0,6.0,5,76,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.926,1,0.0,3.0,13,1.0,6.0,1,17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.624,1,0.0,3.0,11,8.0,6.0,2,148,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,0,2.0,3.0,10,4.0,4.0,3,78,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.924,1,0.0,3.0,15,3.0,4.0,3,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.913,1,0.0,3.0,9,2.0,6.0,1,35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,2.0,19,8.0,6.0,1,32,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,0,2.0,3.0,3,4.0,4.0,1,109,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7659999999999999,1,0.0,3.0,6,6.0,6.0,2,33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,10,2.0,6.0,4,28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.91,1,0.0,2.0,11,8.0,6.0,1,152,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,20,5.0,5.0,5,76,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.91,0,2.0,3.0,6,4.0,6.0,0,14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.91,1,2.0,1.0,1,2.0,6.0,1,86,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.92,1,0.0,3.0,20,5.0,4.0,2,51,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.682,1,1.0,3.0,4,4.0,5.0,3,82,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.91,1,0.0,2.0,20,1.0,3.0,1,55,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,20,6.0,4.0,2,180,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8959999999999999,0,0.0,0.0,7,4.0,6.0,0,50,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.92,1,0.0,3.0,20,6.0,4.0,5,234,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.915,1,0.0,3.0,20,4.0,5.0,5,117,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,3,3.0,5.0,1,52,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.74,1,1.0,3.0,14,5.0,6.0,5,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.789,1,0.0,3.0,2,4.0,6.0,0,23,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,0,0.0,3.0,20,8.0,6.0,4,102,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.624,1,0.0,3.0,11,8.0,6.0,1,57,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.926,0,1.0,1.0,4,8.0,6.0,2,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.55,1,1.0,3.0,3,3.0,5.0,1,13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.926,1,0.0,2.0,7,6.0,6.0,1,22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.91,1,0.0,2.0,6,3.0,5.0,1,72,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.924,1,0.0,3.0,11,1.0,5.0,3,40,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,1.0,3.0,8,8.0,6.0,2,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.74,1,0.0,4.0,9,2.0,3.0,1,144,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,2.0,2,4.0,5.0,1,40,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.926,1,0.0,2.0,6,1.0,6.0,1,15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,4,4.0,5.0,1,33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.92,0,2.0,3.0,9,5.0,4.0,5,46,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,0,1.0,3.0,14,8.0,4.0,5,50,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,9,4.0,2.0,1,52,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,0,2.0,3.0,9,5.0,4.0,1,5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,3.0,20,4.0,6.0,5,34,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,1,0.0,2.0,5,8.0,6.0,1,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
