Time,TimeQuarter,Skill,Demand
2009.75,2009 Q4,Financial Accounting,158.30535213654463
2009.75,2009 Q4,Criminal Law,75.35724129016414
2009.75,2009 Q4,Communication,140.6788502152924
2009.75,2009 Q4,Investment Banking,31.442859385413254
2009.75,2009 Q4,Insurance,135.50192304638875
2009.75,2009 Q4,Growth Strategies,135.16621510866523
2009.75,2009 Q4,Law,131.50521424136872
2009.75,2009 Q4,Contract Law,75.45156651579423
2009.75,2009 Q4,Labor and Employment Law,43.29059438843489
2009.75,2009 Q4,Intellectual Property,22.226132252118717
2009.75,2009 Q4,Family Law,11.411276788120125
2009.75,2009 Q4,Property Law,5.242635241684135
2009.75,2009 Q4,Management Consulting,43.29059438843489
2009.75,2009 Q4,Auditing,4.197974127866263
2009.75,2009 Q4,Genetic Engineering,10.25455470591036
2009.75,2009 Q4,Evolutionary Biology,1.4571791186045786
2009.75,2009 Q4,Physiology,16.701972838478625
2009.75,2009 Q4,Biomedical Engineering,2.3733615703180786
2009.75,2009 Q4,Veterinary Medicine,380.0097468344017
2009.75,2009 Q4,Agricultural Production,190.6695318038224
2009.75,2009 Q4,Zoology,95.66825762006388
2009.75,2009 Q4,Anesthesiology,57.03386292381237
2009.75,2009 Q4,General Surgery,34.00147134413811
2009.75,2009 Q4,Tax Accounting,75.45156651579423
2009.75,2009 Q4,Bookkeeping,22.226132252118717
2009.75,2009 Q4,Accounts Payable,11.411276788120125
2009.75,2009 Q4,Management Accounting,7.316686883488573
2009.75,2009 Q4,Payroll Services,3.0079799035948773
2009.75,2009 Q4,Interior Design,153.44347078493257
2009.75,2009 Q4,Urban Planning,50.512514607307
2009.75,2009 Q4,Construction Engineering,9.54058164729625
2009.75,2009 Q4,Landscape Architecture,3.140692577898688
2009.75,2009 Q4,Industrial Design,1.801983110054
2009.75,2009 Q4,Teaching,27.92969236303677
2009.75,2009 Q4,Environmental Consulting,3077.3199891850904
2009.75,2009 Q4,Environmental Engineering,1013.0321616808312
2009.75,2009 Q4,Earth Science,109.78029282155556
2009.75,2009 Q4,Competitive Strategies,27.451196223351428
2009.75,2009 Q4,Higher Education,12.46514140481101
2009.75,2009 Q4,Corporate Communications,173.21178013091136
2009.75,2009 Q4,Event Planning,440.03120991376994
2009.75,2009 Q4,Time Management,3.664141340881804
2009.75,2009 Q4,Theatre,155.46810873263928
2009.75,2009 Q4,Music,6.3725275314075605
2009.75,2009 Q4,Dance,155.46810873263928
2009.75,2009 Q4,Wellness,380.0097468344017
2009.75,2009 Q4,Physical Medicine and Rehabilitation,190.6695318038224
2009.75,2009 Q4,Personal Coaching,95.66825762006388
2009.75,2009 Q4,Sports Coaching,20.270414702763546
2009.75,2009 Q4,Public Health,10.170661444979814
2010.0,2010 Q1,Oil & Gas,60.43339023412872
2010.0,2010 Q1,Drilling Engineering,192.12627384390143
2010.0,2010 Q1,Utilities,85.38487116670638
2010.0,2010 Q1,Negotiation,399.4904742203518
2010.0,2010 Q1,Digital Literacy,874.6838430854291
2010.0,2010 Q1,Project Management,688.0121935473959
2010.0,2010 Q1,Teamwork,822.2091849669744
2010.0,2010 Q1,Leadership,466.8107814268234
2010.0,2010 Q1,Business Management,343.851287196439
2010.0,2010 Q1,Instrumentation,68.38233359937384
2010.0,2010 Q1,Pharmaceutics,60.43339023412872
2010.0,2010 Q1,Pharmaceutical Manufacturing,118.78175440301196
2010.0,2010 Q1,Research,384.85046724722565
2010.0,2010 Q1,Product Testing,9.26776055568141
2010.0,2010 Q1,Oncology,4.96067475420597
2010.0,2010 Q1,Organic Chemistry,8.884018073165208
2010.0,2010 Q1,Food Manufacturing,45.9289567153584
2010.0,2010 Q1,Food Service Operations,25.206345879047564
2010.0,2010 Q1,Cooking,0.4616703288251675
2010.0,2010 Q1,Manufacturing Operations,147.9281551102732
2010.0,2010 Q1,Aerospace Engineering,390.45948877840925
2010.0,2010 Q1,Air Force,224.02746734600157
2010.0,2010 Q1,Airlines,128.5365257289119
2010.0,2010 Q1,Aircraft Management,73.74827132666822
2010.0,2010 Q1,Composites,42.31332294714823
2010.0,2010 Q1,Scientific Computing,133.62497093848853
2010.0,2010 Q1,Machining,471.44734389740745
2010.0,2010 Q1,Automotive,144.34798231645013
2010.0,2010 Q1,Customer Experience,5.446805156800757
2010.0,2010 Q1,Foreign Languages,39.15338374305802
2010.0,2010 Q1,Maintenance & Repair,91.61326958746363
2010.0,2010 Q1,Chemical Processing,111.26781679900373
2010.0,2010 Q1,Architecture,482.254153470831
2010.0,2010 Q1,Forestry,23.083085713570014
2010.0,2010 Q1,Enterprise Software,2.1612333983892245
2010.0,2010 Q1,Printing,50.834426564875
2010.0,2010 Q1,Graphic Design,102.32107070754545
2010.0,2010 Q1,Retail Packaging,59.56592470639032
2010.0,2010 Q1,Arts & Crafts,2.1612333983892245
2010.0,2010 Q1,Product Marketing,35.285770887552246
2010.0,2010 Q1,Electronics,45.28612898276605
2010.0,2010 Q1,Power Systems,224.18458407116452
2010.0,2010 Q1,Robotics,271.4678821881648
2010.0,2010 Q1,Plastics,62.16036784788784
2010.0,2010 Q1,Product Development,39.97940464360342
2010.0,2010 Q1,Environmental Science,1763.342807938836
2010.0,2010 Q1,Electronic Control Systems,150.84358564140985
2010.0,2010 Q1,Computer Hardware,249.92118224322175
2010.0,2010 Q1,Technical Support,279.03675959870463
2010.0,2010 Q1,System Administration,342.5672104234183
2010.0,2010 Q1,Computer Networking,168.6018061811215
2010.0,2010 Q1,Development Tools,59.3167281184782
2010.0,2010 Q1,Web Development,68.02598886785819
2010.0,2010 Q1,Mobile Application Development,4.725054536254848
2010.0,2010 Q1,Data Storage Technologies,4.632179965325246
2010.0,2010 Q1,Data Science,142.08957481032962
2010.0,2010 Q1,Human Computer Interaction,26.496616192186124
2010.0,2010 Q1,Software Development Life Cycle (SDLC),4.725054536254848
2010.0,2010 Q1,Cybersecurity,42.40907055428555
2010.0,2010 Q1,Telecommunications,16.040873287327543
2010.0,2010 Q1,Digital Marketing,115.28141530800828
2010.0,2010 Q1,Social Media,454.9002376504912
2010.0,2010 Q1,Advertising,63.18138436668491
2010.0,2010 Q1,Materials Science,16.0167881166183
2010.0,2010 Q1,Software Testing,5.743084318883046
2010.0,2010 Q1,Video,38.18189947816503
2010.0,2010 Q1,Photography,155.31404637470686
2010.0,2010 Q1,Editing,92.67782012917444
2010.0,2010 Q1,Television,25.1710594742355
2010.0,2010 Q1,Journalism,62.52048710604695
2010.0,2010 Q1,Writing,13.43255838973354
2010.0,2010 Q1,Animation,70.4601965463243
2010.0,2010 Q1,Commercial Banking,406.6861649139203
2010.0,2010 Q1,Capital Markets,621.6076276393337
2010.0,2010 Q1,Financial Accounting,241.94815570742867
2010.0,2010 Q1,Criminal Law,119.68110213553472
2010.0,2010 Q1,Communication,179.3277979954184
2010.0,2010 Q1,Investment Banking,50.6383128678941
2010.0,2010 Q1,Insurance,131.9360829662203
2010.0,2010 Q1,Growth Strategies,217.68341759073465
2010.0,2010 Q1,Law,138.3072080814395
2010.0,2010 Q1,Contract Law,79.3542337493698
2010.0,2010 Q1,Labor and Employment Law,45.529763063698766
2010.0,2010 Q1,Intellectual Property,23.37575978240072
2010.0,2010 Q1,Family Law,12.001515242678062
2010.0,2010 Q1,Property Law,5.513806030047108
2010.0,2010 Q1,Management Consulting,45.529763063698766
2010.0,2010 Q1,Auditing,4.415110720686932
2010.0,2010 Q1,Genetic Engineering,7.949267213884007
2010.0,2010 Q1,Evolutionary Biology,1.1295962159725426
2010.0,2010 Q1,Physiology,12.947265766262513
2010.0,2010 Q1,Biomedical Engineering,1.8398151707892096
2010.0,2010 Q1,Veterinary Medicine,490.36874180548926
2010.0,2010 Q1,Agricultural Production,246.04205336876856
2010.0,2010 Q1,Zoology,123.45136805219228
2010.0,2010 Q1,Anesthesiology,73.59712174552241
2010.0,2010 Q1,General Surgery,43.875871241339965
2010.0,2010 Q1,Tax Accounting,79.3542337493698
2010.0,2010 Q1,Bookkeeping,23.37575978240072
2010.0,2010 Q1,Accounts Payable,12.001515242678062
2010.0,2010 Q1,Management Accounting,7.6951362050483265
2010.0,2010 Q1,Payroll Services,3.1635650710221985
2010.0,2010 Q1,Interior Design,115.59408132464912
2010.0,2010 Q1,Urban Planning,38.052761004171245
2010.0,2010 Q1,Construction Engineering,7.187238174296503
2010.0,2010 Q1,Landscape Architecture,2.365988408683676
2010.0,2010 Q1,Industrial Design,1.3574939429073456
2010.0,2010 Q1,Teaching,27.010874645024707
2010.0,2010 Q1,Environmental Consulting,3064.8395489045006
2010.0,2010 Q1,Environmental Engineering,1008.9236882557057
2010.0,2010 Q1,Earth Science,109.33506567801504
2010.0,2010 Q1,Competitive Strategies,26.675738702917783
2010.0,2010 Q1,Higher Education,12.113018766257031
2010.0,2010 Q1,Corporate Communications,168.31879199162017
2010.0,2010 Q1,Event Planning,954.3516949069052
2010.0,2010 Q1,Time Management,9.736146991485931
2010.0,2010 Q1,Theatre,153.12436839998642
2010.0,2010 Q1,Music,6.276459277165236
2010.0,2010 Q1,Dance,153.12436839998642
2010.0,2010 Q1,Wellness,490.36874180548926
2010.0,2010 Q1,Physical Medicine and Rehabilitation,246.04205336876856
2010.0,2010 Q1,Personal Coaching,123.45136805219228
2010.0,2010 Q1,Sports Coaching,26.157165273977125
2010.0,2010 Q1,Public Health,13.124332987905486
2010.25,2010 Q2,Oil & Gas,80.57785364550496
2010.25,2010 Q2,Drilling Engineering,285.57510434735207
2010.25,2010 Q2,Utilities,117.89993154250568
2010.25,2010 Q2,Negotiation,610.711629386296
2010.25,2010 Q2,Digital Literacy,832.3495206373169
2010.25,2010 Q2,Project Management,569.9624010564246
2010.25,2010 Q2,Teamwork,561.4719635667151
2010.25,2010 Q2,Leadership,404.72032943658434
2010.25,2010 Q2,Business Management,387.9986865117827
2010.25,2010 Q2,Instrumentation,116.16860797434488
2010.25,2010 Q2,Pharmaceutics,80.57785364550496
2010.25,2010 Q2,Pharmaceutical Manufacturing,128.00456180772764
2010.25,2010 Q2,Research,359.6922540073694
2010.25,2010 Q2,Product Testing,12.35701407424188
2010.25,2010 Q2,Oncology,6.61423300560796
2010.25,2010 Q2,Organic Chemistry,9.769104024949998
2010.25,2010 Q2,Food Manufacturing,84.96856992341276
2010.25,2010 Q2,Food Service Operations,46.63173987623785
2010.25,2010 Q2,Cooking,0.8540901083265573
2010.25,2010 Q2,Manufacturing Operations,187.01781541519816
2010.25,2010 Q2,Aerospace Engineering,518.8297316644616
2010.25,2010 Q2,Air Force,297.6803333227692
2010.25,2010 Q2,Airlines,170.795109530198
2010.25,2010 Q2,Aircraft Management,97.99427833817558
2010.25,2010 Q2,Composites,56.22455240922436
2010.25,2010 Q2,Scientific Computing,218.10930877650125
2010.25,2010 Q2,Machining,505.42119449527735
2010.25,2010 Q2,Automotive,196.1857427610067
2010.25,2010 Q2,Customer Experience,6.83861222230512
2010.25,2010 Q2,Foreign Languages,36.3971344988944
2010.25,2010 Q2,Maintenance & Repair,145.7375767521508
2010.25,2010 Q2,Chemical Processing,170.86586500699917
2010.25,2010 Q2,Architecture,468.1000728422769
2010.25,2010 Q2,Forestry,40.9983164166392
2010.25,2010 Q2,Enterprise Software,3.8386085732584654
2010.25,2010 Q2,Printing,90.2880113614942
2010.25,2010 Q2,Graphic Design,116.22411301014252
2010.25,2010 Q2,Retail Packaging,109.1894533701709
2010.25,2010 Q2,Arts & Crafts,3.8386085732584654
2010.25,2010 Q2,Product Marketing,35.73574766735226
2010.25,2010 Q2,Electronics,80.69080475126805
2010.25,2010 Q2,Power Systems,351.943732598916
2010.25,2010 Q2,Robotics,465.08870164624585
2010.25,2010 Q2,Plastics,111.2410027350679
2010.25,2010 Q2,Product Development,72.25650643720088
2010.25,2010 Q2,Environmental Science,1441.1115192904776
2010.25,2010 Q2,Electronic Control Systems,257.10586864386016
2010.25,2010 Q2,Computer Hardware,447.0607685792916
2010.25,2010 Q2,Technical Support,474.60424908754914
2010.25,2010 Q2,System Administration,464.5572524306785
2010.25,2010 Q2,Computer Networking,233.40892868860604
2010.25,2010 Q2,Development Tools,76.51772880593172
2010.25,2010 Q2,Web Development,81.1989416602647
2010.25,2010 Q2,Mobile Application Development,5.650240039857199
2010.25,2010 Q2,Data Storage Technologies,5.46586478364041
2010.25,2010 Q2,Data Science,144.01043660805277
2010.25,2010 Q2,Human Computer Interaction,31.684764817229578
2010.25,2010 Q2,Software Development Life Cycle (SDLC),5.650240039857199
2010.25,2010 Q2,Cybersecurity,49.53379440740552
2010.25,2010 Q2,Telecommunications,18.73573999959857
2010.25,2010 Q2,Digital Marketing,127.67483061898648
2010.25,2010 Q2,Social Media,265.397350024366
2010.25,2010 Q2,Advertising,63.12894264849398
2010.25,2010 Q2,Materials Science,28.72761996717312
2010.25,2010 Q2,Software Testing,10.30076333351268
2010.25,2010 Q2,Video,27.662396560711404
2010.25,2010 Q2,Photography,113.12672038695553
2010.25,2010 Q2,Editing,68.47269753193692
2010.25,2010 Q2,Television,18.236175741537966
2010.25,2010 Q2,Journalism,48.632715216513
2010.25,2010 Q2,Writing,11.70332981337169
2010.25,2010 Q2,Animation,55.23402420945418
2010.25,2010 Q2,Commercial Banking,327.2404954888756
2010.25,2010 Q2,Capital Markets,500.9059345686204
2010.25,2010 Q2,Financial Accounting,203.98642366025865
2010.25,2010 Q2,Criminal Law,97.54187742519971
2010.25,2010 Q2,Communication,142.03172775476253
2010.25,2010 Q2,Investment Banking,40.74617733091015
2010.25,2010 Q2,Insurance,126.58732284596816
2010.25,2010 Q2,Growth Strategies,175.1592150846377
2010.25,2010 Q2,Law,165.5151834417227
2010.25,2010 Q2,Contract Law,94.96490268367204
2010.25,2010 Q2,Labor and Employment Law,54.48643776475426
2010.25,2010 Q2,Intellectual Property,27.97426990352873
2010.25,2010 Q2,Family Law,14.362469060909811
2010.25,2010 Q2,Property Law,6.598489183498997
2010.25,2010 Q2,Management Consulting,54.48643776475426
2010.25,2010 Q2,Auditing,5.283657091969607
2010.25,2010 Q2,Genetic Engineering,7.949267213884007
2010.25,2010 Q2,Evolutionary Biology,1.1295962159725426
2010.25,2010 Q2,Physiology,12.947265766262513
2010.25,2010 Q2,Biomedical Engineering,1.8398151707892096
2010.25,2010 Q2,Veterinary Medicine,537.2192585384978
2010.25,2010 Q2,Agricultural Production,269.5492559199248
2010.25,2010 Q2,Zoology,135.2460847450769
2010.25,2010 Q2,Anesthesiology,80.62869388681436
2010.25,2010 Q2,General Surgery,48.06783346185015
2010.25,2010 Q2,Tax Accounting,94.96490268367204
2010.25,2010 Q2,Bookkeeping,27.97426990352873
2010.25,2010 Q2,Accounts Payable,14.362469060909811
2010.25,2010 Q2,Management Accounting,9.208933491287342
2010.25,2010 Q2,Payroll Services,3.7859057407314833
2010.25,2010 Q2,Interior Design,91.0431259990599
2010.25,2010 Q2,Urban Planning,29.970758667002123
2010.25,2010 Q2,Construction Engineering,5.660745110729103
2010.25,2010 Q2,Landscape Architecture,1.8634775962198864
2010.25,2010 Q2,Industrial Design,1.0691766452987057
2010.25,2010 Q2,Teaching,20.07599091232717
2010.25,2010 Q2,Environmental Consulting,2503.2197362780216
2010.25,2010 Q2,Environmental Engineering,824.042384125079
2010.25,2010 Q2,Earth Science,89.29984421869291
2010.25,2010 Q2,Competitive Strategies,26.675738702917783
2010.25,2010 Q2,Higher Education,12.113018766257031
2010.25,2010 Q2,Corporate Communications,168.31879199162017
2010.25,2010 Q2,Event Planning,342.3047852629324
2010.25,2010 Q2,Time Management,2.763809468550845
2010.25,2010 Q2,Theatre,110.93704241223509
2010.25,2010 Q2,Music,4.547230700803386
2010.25,2010 Q2,Dance,110.93704241223509
2010.25,2010 Q2,Wellness,537.2192585384978
2010.25,2010 Q2,Physical Medicine and Rehabilitation,269.5492559199248
2010.25,2010 Q2,Personal Coaching,135.2460847450769
2010.25,2010 Q2,Sports Coaching,28.656257497605512
2010.25,2010 Q2,Public Health,14.378250152355054
2010.5,2010 Q3,Oil & Gas,78.05979571908293
2010.5,2010 Q3,Drilling Engineering,320.4994065678558
2010.5,2010 Q3,Utilities,125.77985197227234
2010.5,2010 Q3,Negotiation,781.9615762938441
2010.5,2010 Q3,Digital Literacy,986.582097114206
2010.5,2010 Q3,Project Management,690.6845101941475
2010.5,2010 Q3,Teamwork,1092.8633420389408
2010.5,2010 Q3,Leadership,621.6470374376481
2010.5,2010 Q3,Business Management,396.9963202969236
2010.5,2010 Q3,Instrumentation,134.66492344080842
2010.5,2010 Q3,Pharmaceutics,78.05979571908293
2010.5,2010 Q3,Pharmaceutical Manufacturing,115.91811101947438
2010.5,2010 Q3,Research,393.2655632421587
2010.5,2010 Q3,Product Testing,11.97085738442182
2010.5,2010 Q3,Oncology,6.407538224182711
2010.5,2010 Q3,Organic Chemistry,8.9110170548396
2010.5,2010 Q3,Food Manufacturing,110.22949611685992
2010.5,2010 Q3,Food Service Operations,60.49523010971404
2010.5,2010 Q3,Cooking,1.1080087891804
2010.5,2010 Q3,Manufacturing Operations,226.9506361426344
2010.5,2010 Q3,Aerospace Engineering,484.9542509028631
2010.5,2010 Q3,Air Force,278.2441603566769
2010.5,2010 Q3,Airlines,159.64353880485814
2010.5,2010 Q3,Aircraft Management,91.59602648791645
2010.5,2010 Q3,Composites,52.55353352339856
2010.5,2010 Q3,Scientific Computing,318.3970224039389
2010.5,2010 Q3,Machining,505.5826014162854
2010.5,2010 Q3,Automotive,371.1227466662588
2010.5,2010 Q3,Customer Experience,10.288351842350746
2010.5,2010 Q3,Foreign Languages,53.9837862733748
2010.5,2010 Q3,Maintenance & Repair,165.60174952973333
2010.5,2010 Q3,Chemical Processing,169.865252649678
2010.5,2010 Q3,Architecture,566.9153034934991
2010.5,2010 Q3,Forestry,41.68736375137269
2010.5,2010 Q3,Enterprise Software,3.9031230030611344
2010.5,2010 Q3,Printing,91.80545693059508
2010.5,2010 Q3,Graphic Design,130.4784678466048
2010.5,2010 Q3,Retail Packaging,134.8574532349922
2010.5,2010 Q3,Arts & Crafts,3.9031230030611344
2010.5,2010 Q3,Product Marketing,36.96372864495601
2010.5,2010 Q3,Electronics,124.7109053284759
2010.5,2010 Q3,Power Systems,517.9521676774807
2010.5,2010 Q3,Robotics,561.3030885274737
2010.5,2010 Q3,Plastics,118.98771600982585
2010.5,2010 Q3,Product Development,82.23852918345277
2010.5,2010 Q3,Environmental Science,1726.9536554931312
2010.5,2010 Q3,Electronic Control Systems,298.633657403438
2010.5,2010 Q3,Computer Hardware,705.7710971031638
2010.5,2010 Q3,Technical Support,719.7702542863053
2010.5,2010 Q3,System Administration,512.9073214183358
2010.5,2010 Q3,Computer Networking,286.41376326258575
2010.5,2010 Q3,Development Tools,71.3765781879377
2010.5,2010 Q3,Web Development,59.44528785266117
2010.5,2010 Q3,Mobile Application Development,4.031165408553086
2010.5,2010 Q3,Data Storage Technologies,4.655581105731106
2010.5,2010 Q3,Data Science,136.52053649129527
2010.5,2010 Q3,Human Computer Interaction,22.605504723403545
2010.5,2010 Q3,Software Development Life Cycle (SDLC),4.031165408553086
2010.5,2010 Q3,Cybersecurity,47.49815902079981
2010.5,2010 Q3,Telecommunications,17.96577808180685
2010.5,2010 Q3,Digital Marketing,127.4498720045442
2010.5,2010 Q3,Social Media,469.0035457324573
2010.5,2010 Q3,Advertising,65.78563720484101
2010.5,2010 Q3,Materials Science,45.99839149505696
2010.5,2010 Q3,Software Testing,16.493484147112564
2010.5,2010 Q3,Video,43.24684532730936
2010.5,2010 Q3,Photography,175.70284670642877
2010.5,2010 Q3,Editing,104.50035434562008
2010.5,2010 Q3,Television,28.51007756775652
2010.5,2010 Q3,Journalism,69.6297392561614
2010.5,2010 Q3,Writing,14.514781290892271
2010.5,2010 Q3,Animation,83.92141976611502
2010.5,2010 Q3,Commercial Banking,529.6377961669642
2010.5,2010 Q3,Capital Markets,809.702660138997
2010.5,2010 Q3,Financial Accounting,310.7422162463401
2010.5,2010 Q3,Criminal Law,155.27036632864747
2010.5,2010 Q3,Communication,187.72011776209143
2010.5,2010 Q3,Investment Banking,65.94757024655954
2010.5,2010 Q3,Insurance,176.509083968322
2010.5,2010 Q3,Growth Strategies,283.49468337397906
2010.5,2010 Q3,Law,154.1785270416047
2010.5,2010 Q3,Contract Law,88.46045729437944
2010.5,2010 Q3,Labor and Employment Law,50.75448997264781
2010.5,2010 Q3,Intellectual Property,26.05822401972539
2010.5,2010 Q3,Family Law,13.37873830331325
2010.5,2010 Q3,Property Law,6.14653786956071
2010.5,2010 Q3,Management Consulting,50.75448997264781
2010.5,2010 Q3,Auditing,4.921762770601825
2010.5,2010 Q3,Genetic Engineering,6.995355148217927
2010.5,2010 Q3,Evolutionary Biology,0.9940446700558376
2010.5,2010 Q3,Physiology,11.393593874311012
2010.5,2010 Q3,Biomedical Engineering,1.6190373502945048
2010.5,2010 Q3,Veterinary Medicine,562.2062007961024
2010.5,2010 Q3,Agricultural Production,282.0864306138748
2010.5,2010 Q3,Zoology,141.53660031461536
2010.5,2010 Q3,Anesthesiology,84.3788656955034
2010.5,2010 Q3,General Surgery,50.30354664612225
2010.5,2010 Q3,Tax Accounting,88.46045729437944
2010.5,2010 Q3,Bookkeeping,26.05822401972539
2010.5,2010 Q3,Accounts Payable,13.37873830331325
2010.5,2010 Q3,Management Accounting,8.578184622021086
2010.5,2010 Q3,Payroll Services,3.5265971283526145
2010.5,2010 Q3,Interior Design,138.09912370643931
2010.5,2010 Q3,Urban Planning,45.4612631465763
2010.5,2010 Q3,Construction Engineering,8.586523482566625
2010.5,2010 Q3,Landscape Architecture,2.8266233201088187
2010.5,2010 Q3,Industrial Design,1.6217847990485998
2010.5,2010 Q3,Teaching,30.129114918051027
2010.5,2010 Q3,Environmental Consulting,3002.43734750156
2010.5,2010 Q3,Environmental Engineering,988.3813211300808
2010.5,2010 Q3,Earth Science,107.10892996031262
2010.5,2010 Q3,Competitive Strategies,27.60628772743817
2010.5,2010 Q3,Higher Education,12.535565932521813
2010.5,2010 Q3,Corporate Communications,174.1903777587697
2010.5,2010 Q3,Event Planning,970.5774842629808
2010.5,2010 Q3,Time Management,9.798960843043906
2010.5,2010 Q3,Theatre,173.4367846163111
2010.5,2010 Q3,Music,7.10905081393205
2010.5,2010 Q3,Dance,173.4367846163111
2010.5,2010 Q3,Wellness,562.2062007961024
2010.5,2010 Q3,Physical Medicine and Rehabilitation,282.0864306138748
2010.5,2010 Q3,Personal Coaching,141.53660031461536
2010.5,2010 Q3,Sports Coaching,29.98910668354065
2010.5,2010 Q3,Public Health,15.047005973394825
2010.75,2010 Q4,Oil & Gas,101.56166969902196
2010.75,2010 Q4,Drilling Engineering,307.82088467152766
2010.75,2010 Q4,Utilities,133.0419493964019
2010.75,2010 Q4,Negotiation,808.7168421601514
2010.75,2010 Q4,Digital Literacy,1000.786097877281
2010.75,2010 Q4,Project Management,718.6025915086819
2010.75,2010 Q4,Teamwork,984.71495618093
2010.75,2010 Q4,Leadership,661.1912074245125
2010.75,2010 Q4,Business Management,515.6427859613337
2010.75,2010 Q4,Instrumentation,135.06929551942187
2010.75,2010 Q4,Pharmaceutics,101.56166969902196
2010.75,2010 Q4,Pharmaceutical Manufacturing,133.05598624486308
2010.75,2010 Q4,Research,458.1942784580058
2010.75,2010 Q4,Product Testing,15.574986489409048
2010.75,2010 Q4,Oncology,8.33668951748504
2010.75,2010 Q4,Organic Chemistry,10.379630547168606
2010.75,2010 Q4,Food Manufacturing,172.23358768259362
2010.75,2010 Q4,Food Service Operations,94.5237970464282
2010.75,2010 Q4,Cooking,1.731263733094375
2010.75,2010 Q4,Manufacturing Operations,207.455916282463
2010.75,2010 Q4,Aerospace Engineering,299.53056673412215
2010.75,2010 Q4,Air Force,171.8566872791245
2010.75,2010 Q4,Airlines,98.6033622030009
